scenario,replication,seed,n,tau,estimator,estimate,bias,success,error,n_total,n_treated,n_control,n_matched_treated,n_unique_matched_controls,uses_matching,estimand,covariates,uses_forbidden_variables,mean_match_distance,max_match_distance,share_treated_outside_common_support,warnings,model_formula,params_overridden,matching_options
C,5,20560506,500,2.0,did_with_covariates,2.6176096950928174,0.6176096950928174,True,,500,248,252,,,False,ATE/ATT under constant tau,"x1,x2",False,,,,,delta_y ~ treated + x1 + x2,False,{}
C,5,20560506,500,2.0,psm_did,2.603378842752258,0.603378842752258,True,,500,248,252,248.0,118.0,True,ATT,"x1,x2",False,0.00390942940988434,0.11121859369188547,0.06048387096774194,,,False,{}
C,6,20560507,500,2.0,psm,3.6335958243215294,1.6335958243215294,True,,500,258,242,258.0,124.0,True,ATT,"x1,x2",False,0.002219927349716644,0.06982593808277182,0.007751937984496124,,,False,{}
C,6,20560507,500,2.0,did,3.4087748529237247,1.4087748529237247,True,,500,258,242,,,False,ATE/ATT under constant tau,,False,,,,,delta_y ~ treated,False,{}
C,6,20560507,500,2.0,did_with_covariates,2.9649308810320094,0.9649308810320094,True,,500,258,242,,,False,ATE/ATT under constant tau,"x1,x2",False,,,,,delta_y ~ treated + x1 + x2,False,{}
C,6,20560507,500,2.0,psm_did,3.096038922229095,1.096038922229095,True,,500,258,242,258.0,124.0,True,ATT,"x1,x2",False,0.002219927349716644,0.06982593808277182,0.007751937984496124,,,False,{}
C,7,20560508,500,2.0,psm,3.0658442133393913,1.0658442133393913,True,,500,269,231,269.0,136.0,True,ATT,"x1,x2",False,0.0016694878317726782,0.020325471362852232,0.007434944237918215,,,False,{}
C,7,20560508,500,2.0,did,2.9076508006380277,0.9076508006380277,True,,500,269,231,,,False,ATE/ATT under constant tau,,False,,,,,delta_y ~ treated,False,{}
C,7,20560508,500,2.0,did_with_covariates,2.5060547150945287,0.5060547150945287,True,,500,269,231,,,False,ATE/ATT under constant tau,"x1,x2",False,,,,,delta_y ~ treated + x1 + x2,False,{}
C,7,20560508,500,2.0,psm_did,2.475666565812771,0.4756665658127708,True,,500,269,231,269.0,136.0,True,ATT,"x1,x2",False,0.0016694878317726782,0.020325471362852232,0.007434944237918215,,,False,{}
C,8,20560509,500,2.0,psm,2.7950769334603796,0.7950769334603796,True,,500,260,240,260.0,112.0,True,ATT,"x1,x2",False,0.003555665099005699,0.05196502887706722,0.019230769230769232,,,False,{}
C,8,20560509,500,2.0,did,3.3954933845918562,1.3954933845918562,True,,500,260,240,,,False,ATE/ATT under constant tau,,False,,,,,delta_y ~ treated,False,{}
C,8,20560509,500,2.0,did_with_covariates,2.6948057452985816,0.6948057452985816,True,,500,260,240,,,False,ATE/ATT under constant tau,"x1,x2",False,,,,,delta_y ~ treated + x1 + x2,False,{}
C,8,20560509,500,2.0,psm_did,2.5075581178923447,0.5075581178923447,True,,500,260,240,260.0,112.0,True,ATT,"x1,x2",False,0.003555665099005699,0.05196502887706722,0.019230769230769232,,,False,{}
C,9,20560510,500,2.0,psm,2.7697339262744447,0.7697339262744447,True,,500,242,258,242.0,131.0,True,ATT,"x1,x2",False,0.0017344079507183225,0.025660547273255285,0.008264462809917356,,,False,{}
C,9,20560510,500,2.0,did,3.2291402944478658,1.2291402944478658,True,,500,242,258,,,False,ATE/ATT under constant tau,,False,,,,,delta_y ~ treated,False,{}
C,9,20560510,500,2.0,did_with_covariates,2.771661838467096,0.7716618384670961,True,,500,242,258,,,False,ATE/ATT under constant tau,"x1,x2",False,,,,,delta_y ~ treated + x1 + x2,False,{}
C,9,20560510,500,2.0,psm_did,2.3387247588254616,0.3387247588254616,True,,500,242,258,242.0,131.0,True,ATT,"x1,x2",False,0.0017344079507183225,0.025660547273255285,0.008264462809917356,,,False,{}
C,10,20560511,500,2.0,psm,3.3616012658442758,1.3616012658442758,True,,500,252,248,252.0,127.0,True,ATT,"x1,x2",False,0.002035615003891409,0.04155367601164306,0.011904761904761904,,,False,{}
C,10,20560511,500,2.0,did,3.199312233949127,1.1993122339491271,True,,500,252,248,,,False,ATE/ATT under constant tau,,False,,,,,delta_y ~ treated,False,{}
C,10,20560511,500,2.0,did_with_covariates,2.7756743656718843,0.7756743656718843,True,,500,252,248,,,False,ATE/ATT under constant tau,"x1,x2",False,,,,,delta_y ~ treated + x1 + x2,False,{}
C,10,20560511,500,2.0,psm_did,2.9931827350838875,0.9931827350838875,True,,500,252,248,252.0,127.0,True,ATT,"x1,x2",False,0.002035615003891409,0.04155367601164306,0.011904761904761904,,,False,{}
C,11,20560512,500,2.0,psm,3.308324007592967,1.308324007592967,True,,500,280,220,280.0,123.0,True,ATT,"x1,x2",False,0.0049673467052077725,0.14647715165297936,0.08214285714285714,,,False,{}
C,11,20560512,500,2.0,did,3.319550815303603,1.3195508153036029,True,,500,280,220,,,False,ATE/ATT under constant tau,,False,,,,,delta_y ~ treated,False,{}
C,11,20560512,500,2.0,did_with_covariates,2.660963014363021,0.6609630143630212,True,,500,280,220,,,False,ATE/ATT under constant tau,"x1,x2",False,,,,,delta_y ~ treated + x1 + x2,False,{}
C,11,20560512,500,2.0,psm_did,2.742678892911132,0.7426788929111319,True,,500,280,220,280.0,123.0,True,ATT,"x1,x2",False,0.0049673467052077725,0.14647715165297936,0.08214285714285714,,,False,{}
C,12,20560513,500,2.0,psm,2.954968783382224,0.954968783382224,True,,500,230,270,230.0,129.0,True,ATT,"x1,x2",False,0.0018577694929200732,0.033190551024503856,0.02608695652173913,,,False,{}
C,12,20560513,500,2.0,did,3.1451761904981144,1.1451761904981144,True,,500,230,270,,,False,ATE/ATT under constant tau,,False,,,,,delta_y ~ treated,False,{}
C,12,20560513,500,2.0,did_with_covariates,2.7722688729811646,0.7722688729811646,True,,500,230,270,,,False,ATE/ATT under constant tau,"x1,x2",False,,,,,delta_y ~ treated + x1 + x2,False,{}
C,12,20560513,500,2.0,psm_did,3.000948063802244,1.000948063802244,True,,500,230,270,230.0,129.0,True,ATT,"x1,x2",False,0.0018577694929200732,0.033190551024503856,0.02608695652173913,,,False,{}
C,13,20560514,500,2.0,psm,3.1425985934897716,1.1425985934897716,True,,500,249,251,249.0,121.0,True,ATT,"x1,x2",False,0.0032492473488619955,0.07470367119194699,0.04417670682730924,,,False,{}
C,13,20560514,500,2.0,did,3.05281210948983,1.05281210948983,True,,500,249,251,,,False,ATE/ATT under constant tau,,False,,,,,delta_y ~ treated,False,{}
C,13,20560514,500,2.0,did_with_covariates,2.443725855440017,0.4437258554400172,True,,500,249,251,,,False,ATE/ATT under constant tau,"x1,x2",False,,,,,delta_y ~ treated + x1 + x2,False,{}
C,13,20560514,500,2.0,psm_did,2.451363170887136,0.4513631708871362,True,,500,249,251,249.0,121.0,True,ATT,"x1,x2",False,0.0032492473488619955,0.07470367119194699,0.04417670682730924,,,False,{}
C,14,20560515,500,2.0,psm,3.1760941276728114,1.1760941276728114,True,,500,254,246,254.0,121.0,True,ATT,"x1,x2",False,0.003056744833943616,0.07628657402260497,0.023622047244094488,,,False,{}
C,14,20560515,500,2.0,did,3.529124364951863,1.5291243649518629,True,,500,254,246,,,False,ATE/ATT under constant tau,,False,,,,,delta_y ~ treated,False,{}
C,14,20560515,500,2.0,did_with_covariates,3.102880342755986,1.1028803427559861,True,,500,254,246,,,False,ATE/ATT under constant tau,"x1,x2",False,,,,,delta_y ~ treated + x1 + x2,False,{}
C,14,20560515,500,2.0,psm_did,2.8351210912170783,0.8351210912170783,True,,500,254,246,254.0,121.0,True,ATT,"x1,x2",False,0.003056744833943616,0.07628657402260497,0.023622047244094488,,,False,{}
C,15,20560516,500,2.0,psm,3.286743341128356,1.2867433411283562,True,,500,239,261,239.0,138.0,True,ATT,"x1,x2",False,0.0033684669573317526,0.09929785275629832,0.06694560669456066,,,False,{}
C,15,20560516,500,2.0,did,3.0706050293989446,1.0706050293989446,True,,500,239,261,,,False,ATE/ATT under constant tau,,False,,,,,delta_y ~ treated,False,{}
C,15,20560516,500,2.0,did_with_covariates,2.6075505297466424,0.6075505297466424,True,,500,239,261,,,False,ATE/ATT under constant tau,"x1,x2",False,,,,,delta_y ~ treated + x1 + x2,False,{}
C,15,20560516,500,2.0,psm_did,2.6212157580861515,0.6212157580861515,True,,500,239,261,239.0,138.0,True,ATT,"x1,x2",False,0.0033684669573317526,0.09929785275629832,0.06694560669456066,,,False,{}
C,16,20560517,500,2.0,psm,3.234119424085347,1.234119424085347,True,,500,252,248,252.0,129.0,True,ATT,"x1,x2",False,0.0016864903157305705,0.05270207129894067,0.007936507936507936,,,False,{}
C,16,20560517,500,2.0,did,3.2634547675680294,1.2634547675680294,True,,500,252,248,,,False,ATE/ATT under constant tau,,False,,,,,delta_y ~ treated,False,{}
C,16,20560517,500,2.0,did_with_covariates,2.840500001714339,0.8405000017143389,True,,500,252,248,,,False,ATE/ATT under constant tau,"x1,x2",False,,,,,delta_y ~ treated + x1 + x2,False,{}
C,16,20560517,500,2.0,psm_did,2.9797839320494526,0.9797839320494526,True,,500,252,248,252.0,129.0,True,ATT,"x1,x2",False,0.0016864903157305705,0.05270207129894067,0.007936507936507936,,,False,{}
C,17,20560518,500,2.0,psm,3.2556132470023997,1.2556132470023997,True,,500,252,248,252.0,124.0,True,ATT,"x1,x2",False,0.0023320996289889987,0.024059066626418546,0.015873015873015872,,,False,{}
C,17,20560518,500,2.0,did,3.2602127936226375,1.2602127936226375,True,,500,252,248,,,False,ATE/ATT under constant tau,,False,,,,,delta_y ~ treated,False,{}
C,17,20560518,500,2.0,did_with_covariates,2.7025885429410863,0.7025885429410863,True,,500,252,248,,,False,ATE/ATT under constant tau,"x1,x2",False,,,,,delta_y ~ treated + x1 + x2,False,{}
C,17,20560518,500,2.0,psm_did,2.7376860325828543,0.7376860325828543,True,,500,252,248,252.0,124.0,True,ATT,"x1,x2",False,0.0023320996289889987,0.024059066626418546,0.015873015873015872,,,False,{}
C,18,20560519,500,2.0,psm,3.2145235801631977,1.2145235801631977,True,,500,247,253,247.0,121.0,True,ATT,"x1,x2",False,0.0025682307575357953,0.05144986771691773,0.04048582995951417,,,False,{}
C,18,20560519,500,2.0,did,2.9607265705896726,0.9607265705896726,True,,500,247,253,,,False,ATE/ATT under constant tau,,False,,,,,delta_y ~ treated,False,{}
C,18,20560519,500,2.0,did_with_covariates,2.498212083738218,0.4982120837382178,True,,500,247,253,,,False,ATE/ATT under constant tau,"x1,x2",False,,,,,delta_y ~ treated + x1 + x2,False,{}
C,18,20560519,500,2.0,psm_did,2.8743508874129065,0.8743508874129065,True,,500,247,253,247.0,121.0,True,ATT,"x1,x2",False,0.0025682307575357953,0.05144986771691773,0.04048582995951417,,,False,{}
C,19,20560520,500,2.0,psm,3.007657418746187,1.007657418746187,True,,500,262,238,262.0,122.0,True,ATT,"x1,x2",False,0.0026563938899978323,0.023246186579954697,0.0,,,False,{}
C,19,20560520,500,2.0,did,3.0497495455301245,1.0497495455301245,True,,500,262,238,,,False,ATE/ATT under constant tau,,False,,,,,delta_y ~ treated,False,{}
C,19,20560520,500,2.0,did_with_covariates,2.518611704747405,0.5186117047474048,True,,500,262,238,,,False,ATE/ATT under constant tau,"x1,x2",False,,,,,delta_y ~ treated + x1 + x2,False,{}
C,19,20560520,500,2.0,psm_did,2.3560812768507056,0.35608127685070556,True,,500,262,238,262.0,122.0,True,ATT,"x1,x2",False,0.0026563938899978323,0.023246186579954697,0.0,,,False,{}
