scenario,replication,seed,n,tau,estimator,estimate,bias,success,error,n_total,n_treated,n_control,n_matched_treated,n_unique_matched_controls,uses_matching,estimand,covariates,uses_forbidden_variables,mean_match_distance,max_match_distance,share_treated_outside_common_support,warnings,model_formula,params_overridden,matching_options
A,0,20360501,1000,2.0,psm,2.464658154925961,0.46465815492596096,True,,1000,515,485,515.0,231.0,True,ATT,"x1,x2",False,0.001320325509095746,0.022410475453210843,0.001941747572815534,,,False,{}
A,0,20360501,1000,2.0,did,1.9407639981370077,-0.05923600186299227,True,,1000,515,485,,,False,ATE/ATT under constant tau,,False,,,,,delta_y ~ treated,False,{}
A,0,20360501,1000,2.0,did_with_covariates,2.0064823402667247,0.006482340266724673,True,,1000,515,485,,,False,ATE/ATT under constant tau,"x1,x2",False,,,,,delta_y ~ treated + x1 + x2,False,{}
A,0,20360501,1000,2.0,psm_did,1.921125697751788,-0.0788743022482119,True,,1000,515,485,515.0,231.0,True,ATT,"x1,x2",False,0.001320325509095746,0.022410475453210843,0.001941747572815534,,,False,{}
A,1,20360502,1000,2.0,psm,2.3308306811565522,0.33083068115655223,True,,1000,529,471,529.0,232.0,True,ATT,"x1,x2",False,0.0015509617597988146,0.02790646494468385,0.013232514177693762,,,False,{}
A,1,20360502,1000,2.0,did,1.8820437882769923,-0.11795621172300774,True,,1000,529,471,,,False,ATE/ATT under constant tau,,False,,,,,delta_y ~ treated,False,{}
A,1,20360502,1000,2.0,did_with_covariates,1.9418426944597786,-0.05815730554022136,True,,1000,529,471,,,False,ATE/ATT under constant tau,"x1,x2",False,,,,,delta_y ~ treated + x1 + x2,False,{}
A,1,20360502,1000,2.0,psm_did,1.9388299303913166,-0.06117006960868343,True,,1000,529,471,529.0,232.0,True,ATT,"x1,x2",False,0.0015509617597988146,0.02790646494468385,0.013232514177693762,,,False,{}
A,2,20360503,1000,2.0,psm,2.4341417376330083,0.43414173763300834,True,,1000,469,531,469.0,250.0,True,ATT,"x1,x2",False,0.0015138406913374962,0.052864547484070656,0.017057569296375266,,,False,{}
A,2,20360503,1000,2.0,did,2.0035629101522945,0.003562910152294485,True,,1000,469,531,,,False,ATE/ATT under constant tau,,False,,,,,delta_y ~ treated,False,{}
A,2,20360503,1000,2.0,did_with_covariates,2.0375817235900286,0.03758172359002865,True,,1000,469,531,,,False,ATE/ATT under constant tau,"x1,x2",False,,,,,delta_y ~ treated + x1 + x2,False,{}
A,2,20360503,1000,2.0,psm_did,1.9671827642658328,-0.03281723573416717,True,,1000,469,531,469.0,250.0,True,ATT,"x1,x2",False,0.0015138406913374962,0.052864547484070656,0.017057569296375266,,,False,{}
A,3,20360504,1000,2.0,psm,2.434396186324338,0.4343961863243382,True,,1000,509,491,509.0,235.0,True,ATT,"x1,x2",False,0.0016327705874361323,0.01932884048740957,0.005893909626719057,,,False,{}
A,3,20360504,1000,2.0,did,1.9801367143469704,-0.01986328565302964,True,,1000,509,491,,,False,ATE/ATT under constant tau,,False,,,,,delta_y ~ treated,False,{}
A,3,20360504,1000,2.0,did_with_covariates,2.061697871751041,0.0616978717510408,True,,1000,509,491,,,False,ATE/ATT under constant tau,"x1,x2",False,,,,,delta_y ~ treated + x1 + x2,False,{}
A,3,20360504,1000,2.0,psm_did,2.0933239861295854,0.09332398612958537,True,,1000,509,491,509.0,235.0,True,ATT,"x1,x2",False,0.0016327705874361323,0.01932884048740957,0.005893909626719057,,,False,{}
A,4,20360505,1000,2.0,psm,2.6306459479056885,0.6306459479056885,True,,1000,500,500,500.0,229.0,True,ATT,"x1,x2",False,0.001717445010153166,0.027030644153467676,0.002,,,False,{}
A,4,20360505,1000,2.0,did,2.0456714424788673,0.04567144247886734,True,,1000,500,500,,,False,ATE/ATT under constant tau,,False,,,,,delta_y ~ treated,False,{}
A,4,20360505,1000,2.0,did_with_covariates,2.0156494450117606,0.015649445011760577,True,,1000,500,500,,,False,ATE/ATT under constant tau,"x1,x2",False,,,,,delta_y ~ treated + x1 + x2,False,{}
A,4,20360505,1000,2.0,psm_did,2.0793607741899613,0.07936077418996135,True,,1000,500,500,500.0,229.0,True,ATT,"x1,x2",False,0.001717445010153166,0.027030644153467676,0.002,,,False,{}
A,5,20360506,1000,2.0,psm,2.6790677075121643,0.6790677075121643,True,,1000,464,536,464.0,243.0,True,ATT,"x1,x2",False,0.0015805067773092584,0.08188630393251883,0.01939655172413793,,,False,{}
A,5,20360506,1000,2.0,did,2.024095065112733,0.02409506511273296,True,,1000,464,536,,,False,ATE/ATT under constant tau,,False,,,,,delta_y ~ treated,False,{}
A,5,20360506,1000,2.0,did_with_covariates,1.9736859571507344,-0.02631404284926564,True,,1000,464,536,,,False,ATE/ATT under constant tau,"x1,x2",False,,,,,delta_y ~ treated + x1 + x2,False,{}
A,5,20360506,1000,2.0,psm_did,1.94746800431093,-0.052531995689069966,True,,1000,464,536,464.0,243.0,True,ATT,"x1,x2",False,0.0015805067773092584,0.08188630393251883,0.01939655172413793,,,False,{}
A,6,20360507,1000,2.0,psm,2.505490667498322,0.5054906674983219,True,,1000,493,507,493.0,249.0,True,ATT,"x1,x2",False,0.0015011928782406798,0.07125857479194175,0.016227180527383367,,,False,{}
A,6,20360507,1000,2.0,did,2.0201173915956696,0.02011739159566961,True,,1000,493,507,,,False,ATE/ATT under constant tau,,False,,,,,delta_y ~ treated,False,{}
A,6,20360507,1000,2.0,did_with_covariates,2.026077503625462,0.02607750362546213,True,,1000,493,507,,,False,ATE/ATT under constant tau,"x1,x2",False,,,,,delta_y ~ treated + x1 + x2,False,{}
A,6,20360507,1000,2.0,psm_did,2.0149105571033896,0.014910557103389621,True,,1000,493,507,493.0,249.0,True,ATT,"x1,x2",False,0.0015011928782406798,0.07125857479194175,0.016227180527383367,,,False,{}
A,7,20360508,1000,2.0,psm,2.4917431573061117,0.49174315730611173,True,,1000,498,502,498.0,251.0,True,ATT,"x1,x2",False,0.001456426562239938,0.032774782503741995,0.0,,,False,{}
A,7,20360508,1000,2.0,did,2.0387859083292037,0.0387859083292037,True,,1000,498,502,,,False,ATE/ATT under constant tau,,False,,,,,delta_y ~ treated,False,{}
A,7,20360508,1000,2.0,did_with_covariates,2.0461406195678506,0.04614061956785065,True,,1000,498,502,,,False,ATE/ATT under constant tau,"x1,x2",False,,,,,delta_y ~ treated + x1 + x2,False,{}
A,7,20360508,1000,2.0,psm_did,1.997017923257846,-0.002982076742154005,True,,1000,498,502,498.0,251.0,True,ATT,"x1,x2",False,0.001456426562239938,0.032774782503741995,0.0,,,False,{}
A,8,20360509,1000,2.0,psm,2.386551852131465,0.3865518521314648,True,,1000,500,500,500.0,230.0,True,ATT,"x1,x2",False,0.001888722962944455,0.03671370416884989,0.002,,,False,{}
A,8,20360509,1000,2.0,did,1.9216071508127088,-0.07839284918729117,True,,1000,500,500,,,False,ATE/ATT under constant tau,,False,,,,,delta_y ~ treated,False,{}
A,8,20360509,1000,2.0,did_with_covariates,1.943529639568585,-0.05647036043141496,True,,1000,500,500,,,False,ATE/ATT under constant tau,"x1,x2",False,,,,,delta_y ~ treated + x1 + x2,False,{}
A,8,20360509,1000,2.0,psm_did,1.9196067671650898,-0.08039323283491018,True,,1000,500,500,500.0,230.0,True,ATT,"x1,x2",False,0.001888722962944455,0.03671370416884989,0.002,,,False,{}
A,9,20360510,1000,2.0,psm,2.5160344303563007,0.5160344303563007,True,,1000,488,512,488.0,247.0,True,ATT,"x1,x2",False,0.0015177488774249883,0.061487934887158646,0.022540983606557378,,,False,{}
A,9,20360510,1000,2.0,did,1.8706243612110105,-0.1293756387889895,True,,1000,488,512,,,False,ATE/ATT under constant tau,,False,,,,,delta_y ~ treated,False,{}
A,9,20360510,1000,2.0,did_with_covariates,1.8933803044836535,-0.10661969551634654,True,,1000,488,512,,,False,ATE/ATT under constant tau,"x1,x2",False,,,,,delta_y ~ treated + x1 + x2,False,{}
A,9,20360510,1000,2.0,psm_did,2.0088557554875535,0.008855755487553463,True,,1000,488,512,488.0,247.0,True,ATT,"x1,x2",False,0.0015177488774249883,0.061487934887158646,0.022540983606557378,,,False,{}
A,10,20360511,1000,2.0,psm,2.3518398254668758,0.35183982546687576,True,,1000,479,521,479.0,251.0,True,ATT,"x1,x2",False,0.0011995987128023049,0.04526057796564287,0.0041753653444676405,,,False,{}
A,10,20360511,1000,2.0,did,1.8925703757572385,-0.10742962424276148,True,,1000,479,521,,,False,ATE/ATT under constant tau,,False,,,,,delta_y ~ treated,False,{}
A,10,20360511,1000,2.0,did_with_covariates,1.8984171801406649,-0.10158281985933515,True,,1000,479,521,,,False,ATE/ATT under constant tau,"x1,x2",False,,,,,delta_y ~ treated + x1 + x2,False,{}
A,10,20360511,1000,2.0,psm_did,1.8855614049740772,-0.1144385950259228,True,,1000,479,521,479.0,251.0,True,ATT,"x1,x2",False,0.0011995987128023049,0.04526057796564287,0.0041753653444676405,,,False,{}
A,11,20360512,1000,2.0,psm,2.39316522745958,0.3931652274595798,True,,1000,503,497,503.0,260.0,True,ATT,"x1,x2",False,0.0009237241519444047,0.012786185994978272,0.0019880715705765406,,,False,{}
A,11,20360512,1000,2.0,did,1.9660786720830619,-0.03392132791693814,True,,1000,503,497,,,False,ATE/ATT under constant tau,,False,,,,,delta_y ~ treated,False,{}
A,11,20360512,1000,2.0,did_with_covariates,1.9994041171176613,-0.0005958828823386941,True,,1000,503,497,,,False,ATE/ATT under constant tau,"x1,x2",False,,,,,delta_y ~ treated + x1 + x2,False,{}
A,11,20360512,1000,2.0,psm_did,1.977484405494199,-0.022515594505801095,True,,1000,503,497,503.0,260.0,True,ATT,"x1,x2",False,0.0009237241519444047,0.012786185994978272,0.0019880715705765406,,,False,{}
A,12,20360513,1000,2.0,psm,2.3823875250939666,0.38238752509396656,True,,1000,506,494,506.0,240.0,True,ATT,"x1,x2",False,0.0013311318658280366,0.06089734940412228,0.021739130434782608,,,False,{}
A,12,20360513,1000,2.0,did,1.9453153400212435,-0.05468465997875649,True,,1000,506,494,,,False,ATE/ATT under constant tau,,False,,,,,delta_y ~ treated,False,{}
A,12,20360513,1000,2.0,did_with_covariates,1.962480020437837,-0.03751997956216302,True,,1000,506,494,,,False,ATE/ATT under constant tau,"x1,x2",False,,,,,delta_y ~ treated + x1 + x2,False,{}
A,12,20360513,1000,2.0,psm_did,1.7533193189615561,-0.24668068103844387,True,,1000,506,494,506.0,240.0,True,ATT,"x1,x2",False,0.0013311318658280366,0.06089734940412228,0.021739130434782608,,,False,{}
A,13,20360514,1000,2.0,psm,2.5319782921489744,0.5319782921489744,True,,1000,520,480,520.0,243.0,True,ATT,"x1,x2",False,0.0012767477799278718,0.03735403176725138,0.009615384615384616,,,False,{}
A,13,20360514,1000,2.0,did,2.027029241908932,0.02702924190893219,True,,1000,520,480,,,False,ATE/ATT under constant tau,,False,,,,,delta_y ~ treated,False,{}
A,13,20360514,1000,2.0,did_with_covariates,1.973564015138967,-0.026435984861032935,True,,1000,520,480,,,False,ATE/ATT under constant tau,"x1,x2",False,,,,,delta_y ~ treated + x1 + x2,False,{}
A,13,20360514,1000,2.0,psm_did,1.8506362200832538,-0.1493637799167462,True,,1000,520,480,520.0,243.0,True,ATT,"x1,x2",False,0.0012767477799278718,0.03735403176725138,0.009615384615384616,,,False,{}
A,14,20360515,1000,2.0,psm,2.544077837635973,0.5440778376359732,True,,1000,520,480,520.0,244.0,True,ATT,"x1,x2",False,0.0012354212558687023,0.03612417737316409,0.0057692307692307696,,,False,{}
A,14,20360515,1000,2.0,did,2.15259568550626,0.15259568550626001,True,,1000,520,480,,,False,ATE/ATT under constant tau,,False,,,,,delta_y ~ treated,False,{}
A,14,20360515,1000,2.0,did_with_covariates,2.1832046498453854,0.18320464984538543,True,,1000,520,480,,,False,ATE/ATT under constant tau,"x1,x2",False,,,,,delta_y ~ treated + x1 + x2,False,{}
A,14,20360515,1000,2.0,psm_did,2.1560150401699136,0.15601504016991363,True,,1000,520,480,520.0,244.0,True,ATT,"x1,x2",False,0.0012354212558687023,0.03612417737316409,0.0057692307692307696,,,False,{}
A,15,20360516,1000,2.0,psm,2.569466543593018,0.569466543593018,True,,1000,511,489,511.0,251.0,True,ATT,"x1,x2",False,0.0012809807365371793,0.042371084930017844,0.0019569471624266144,,,False,{}
A,15,20360516,1000,2.0,did,2.0781032765327785,0.07810327653277849,True,,1000,511,489,,,False,ATE/ATT under constant tau,,False,,,,,delta_y ~ treated,False,{}
A,15,20360516,1000,2.0,did_with_covariates,2.0629069646222753,0.0629069646222753,True,,1000,511,489,,,False,ATE/ATT under constant tau,"x1,x2",False,,,,,delta_y ~ treated + x1 + x2,False,{}
A,15,20360516,1000,2.0,psm_did,2.1703385546929956,0.17033855469299564,True,,1000,511,489,511.0,251.0,True,ATT,"x1,x2",False,0.0012809807365371793,0.042371084930017844,0.0019569471624266144,,,False,{}
A,16,20360517,1000,2.0,psm,2.3872307031188154,0.38723070311881536,True,,1000,507,493,507.0,245.0,True,ATT,"x1,x2",False,0.002047404312673255,0.03272840256241649,0.009861932938856016,,,False,{}
A,16,20360517,1000,2.0,did,1.9876283295057946,-0.0123716704942054,True,,1000,507,493,,,False,ATE/ATT under constant tau,,False,,,,,delta_y ~ treated,False,{}
A,16,20360517,1000,2.0,did_with_covariates,2.0105345623852493,0.010534562385249302,True,,1000,507,493,,,False,ATE/ATT under constant tau,"x1,x2",False,,,,,delta_y ~ treated + x1 + x2,False,{}
A,16,20360517,1000,2.0,psm_did,2.102841308999228,0.10284130899922816,True,,1000,507,493,507.0,245.0,True,ATT,"x1,x2",False,0.002047404312673255,0.03272840256241649,0.009861932938856016,,,False,{}
A,17,20360518,1000,2.0,psm,2.285329427564862,0.2853294275648621,True,,1000,501,499,501.0,243.0,True,ATT,"x1,x2",False,0.001814548133367753,0.06525211760423877,0.02594810379241517,,,False,{}
A,17,20360518,1000,2.0,did,2.1711433160990627,0.17114331609906275,True,,1000,501,499,,,False,ATE/ATT under constant tau,,False,,,,,delta_y ~ treated,False,{}
A,17,20360518,1000,2.0,did_with_covariates,2.120113495331413,0.12011349533141313,True,,1000,501,499,,,False,ATE/ATT under constant tau,"x1,x2",False,,,,,delta_y ~ treated + x1 + x2,False,{}
A,17,20360518,1000,2.0,psm_did,2.041050262770484,0.04105026277048385,True,,1000,501,499,501.0,243.0,True,ATT,"x1,x2",False,0.001814548133367753,0.06525211760423877,0.02594810379241517,,,False,{}
A,18,20360519,1000,2.0,psm,2.4475965409606433,0.4475965409606433,True,,1000,503,497,503.0,229.0,True,ATT,"x1,x2",False,0.001239649785225324,0.03234166851731668,0.005964214711729622,,,False,{}
A,18,20360519,1000,2.0,did,2.0241981822499047,0.024198182249904665,True,,1000,503,497,,,False,ATE/ATT under constant tau,,False,,,,,delta_y ~ treated,False,{}
A,18,20360519,1000,2.0,did_with_covariates,2.041388701918959,0.04138870191895894,True,,1000,503,497,,,False,ATE/ATT under constant tau,"x1,x2",False,,,,,delta_y ~ treated + x1 + x2,False,{}
A,18,20360519,1000,2.0,psm_did,2.0445721085120607,0.044572108512060726,True,,1000,503,497,503.0,229.0,True,ATT,"x1,x2",False,0.001239649785225324,0.03234166851731668,0.005964214711729622,,,False,{}
A,19,20360520,1000,2.0,psm,2.6410891563708616,0.6410891563708616,True,,1000,505,495,505.0,246.0,True,ATT,"x1,x2",False,0.0017514330266713161,0.0649756690297586,0.023762376237623763,,,False,{}
A,19,20360520,1000,2.0,did,2.166951204888541,0.16695120488854087,True,,1000,505,495,,,False,ATE/ATT under constant tau,,False,,,,,delta_y ~ treated,False,{}
A,19,20360520,1000,2.0,did_with_covariates,2.1754310963853705,0.17543109638537047,True,,1000,505,495,,,False,ATE/ATT under constant tau,"x1,x2",False,,,,,delta_y ~ treated + x1 + x2,False,{}
A,19,20360520,1000,2.0,psm_did,2.4137665107781086,0.41376651077810855,True,,1000,505,495,505.0,246.0,True,ATT,"x1,x2",False,0.0017514330266713161,0.0649756690297586,0.023762376237623763,,,False,{}
A,20,20360521,1000,2.0,psm,2.7887930666265333,0.7887930666265333,True,,1000,506,494,506.0,247.0,True,ATT,"x1,x2",False,0.0019972227558584343,0.04269081252997109,0.007905138339920948,,,False,{}
A,20,20360521,1000,2.0,did,2.1376672605049785,0.13766726050497846,True,,1000,506,494,,,False,ATE/ATT under constant tau,,False,,,,,delta_y ~ treated,False,{}
A,20,20360521,1000,2.0,did_with_covariates,2.096223763421704,0.0962237634217038,True,,1000,506,494,,,False,ATE/ATT under constant tau,"x1,x2",False,,,,,delta_y ~ treated + x1 + x2,False,{}
A,20,20360521,1000,2.0,psm_did,2.059239586271877,0.05923958627187709,True,,1000,506,494,506.0,247.0,True,ATT,"x1,x2",False,0.0019972227558584343,0.04269081252997109,0.007905138339920948,,,False,{}
A,21,20360522,1000,2.0,psm,2.343334279630798,0.3433342796307981,True,,1000,512,488,512.0,248.0,True,ATT,"x1,x2",False,0.001476414975871072,0.05664775003660705,0.013671875,,,False,{}
A,21,20360522,1000,2.0,did,2.0291774209119247,0.029177420911924656,True,,1000,512,488,,,False,ATE/ATT under constant tau,,False,,,,,delta_y ~ treated,False,{}
A,21,20360522,1000,2.0,did_with_covariates,1.9956928040579625,-0.004307195942037545,True,,1000,512,488,,,False,ATE/ATT under constant tau,"x1,x2",False,,,,,delta_y ~ treated + x1 + x2,False,{}
A,21,20360522,1000,2.0,psm_did,1.95049680955738,-0.04950319044261997,True,,1000,512,488,512.0,248.0,True,ATT,"x1,x2",False,0.001476414975871072,0.05664775003660705,0.013671875,,,False,{}
A,22,20360523,1000,2.0,psm,2.3504457993543526,0.3504457993543526,True,,1000,507,493,507.0,242.0,True,ATT,"x1,x2",False,0.0015421594585082765,0.06766835851383834,0.029585798816568046,,,False,{}
A,22,20360523,1000,2.0,did,2.0834140436177595,0.0834140436177595,True,,1000,507,493,,,False,ATE/ATT under constant tau,,False,,,,,delta_y ~ treated,False,{}
A,22,20360523,1000,2.0,did_with_covariates,2.068045494232022,0.06804549423202211,True,,1000,507,493,,,False,ATE/ATT under constant tau,"x1,x2",False,,,,,delta_y ~ treated + x1 + x2,False,{}
A,22,20360523,1000,2.0,psm_did,1.9777098052757132,-0.022290194724286838,True,,1000,507,493,507.0,242.0,True,ATT,"x1,x2",False,0.0015421594585082765,0.06766835851383834,0.029585798816568046,,,False,{}
A,23,20360524,1000,2.0,psm,2.492546583138877,0.4925465831388771,True,,1000,506,494,506.0,243.0,True,ATT,"x1,x2",False,0.0030086645044687323,0.10529737373764769,0.05731225296442688,,,False,{}
A,23,20360524,1000,2.0,did,2.0564761611769384,0.05647616117693843,True,,1000,506,494,,,False,ATE/ATT under constant tau,,False,,,,,delta_y ~ treated,False,{}
A,23,20360524,1000,2.0,did_with_covariates,2.013573318212946,0.013573318212945829,True,,1000,506,494,,,False,ATE/ATT under constant tau,"x1,x2",False,,,,,delta_y ~ treated + x1 + x2,False,{}
A,23,20360524,1000,2.0,psm_did,2.0042471420329995,0.004247142032999474,True,,1000,506,494,506.0,243.0,True,ATT,"x1,x2",False,0.0030086645044687323,0.10529737373764769,0.05731225296442688,,,False,{}
A,24,20360525,1000,2.0,psm,2.5383394620527753,0.5383394620527753,True,,1000,509,491,509.0,239.0,True,ATT,"x1,x2",False,0.001964070010450202,0.10072743011569196,0.03929273084479371,,,False,{}
A,24,20360525,1000,2.0,did,2.0961811573907774,0.09618115739077737,True,,1000,509,491,,,False,ATE/ATT under constant tau,,False,,,,,delta_y ~ treated,False,{}
A,24,20360525,1000,2.0,did_with_covariates,2.066042437615443,0.06604243761544293,True,,1000,509,491,,,False,ATE/ATT under constant tau,"x1,x2",False,,,,,delta_y ~ treated + x1 + x2,False,{}
A,24,20360525,1000,2.0,psm_did,2.2479099879767355,0.24790998797673547,True,,1000,509,491,509.0,239.0,True,ATT,"x1,x2",False,0.001964070010450202,0.10072743011569196,0.03929273084479371,,,False,{}
A,25,20360526,1000,2.0,psm,2.5112381026993265,0.5112381026993265,True,,1000,482,518,482.0,233.0,True,ATT,"x1,x2",False,0.0015835494290128665,0.04324064398058247,0.01867219917012448,,,False,{}
A,25,20360526,1000,2.0,did,1.910641164513867,-0.08935883548613299,True,,1000,482,518,,,False,ATE/ATT under constant tau,,False,,,,,delta_y ~ treated,False,{}
A,25,20360526,1000,2.0,did_with_covariates,1.8850641009733988,-0.11493589902660117,True,,1000,482,518,,,False,ATE/ATT under constant tau,"x1,x2",False,,,,,delta_y ~ treated + x1 + x2,False,{}
A,25,20360526,1000,2.0,psm_did,1.6246753068617728,-0.37532469313822725,True,,1000,482,518,482.0,233.0,True,ATT,"x1,x2",False,0.0015835494290128665,0.04324064398058247,0.01867219917012448,,,False,{}
A,26,20360527,1000,2.0,psm,2.4123574830717054,0.4123574830717054,True,,1000,503,497,503.0,239.0,True,ATT,"x1,x2",False,0.0019686184939487084,0.09596701059680002,0.033797216699801194,,,False,{}
A,26,20360527,1000,2.0,did,1.925972551303048,-0.0740274486969521,True,,1000,503,497,,,False,ATE/ATT under constant tau,,False,,,,,delta_y ~ treated,False,{}
A,26,20360527,1000,2.0,did_with_covariates,1.8958319232388088,-0.10416807676119122,True,,1000,503,497,,,False,ATE/ATT under constant tau,"x1,x2",False,,,,,delta_y ~ treated + x1 + x2,False,{}
A,26,20360527,1000,2.0,psm_did,1.8889598286389644,-0.11104017136103561,True,,1000,503,497,503.0,239.0,True,ATT,"x1,x2",False,0.0019686184939487084,0.09596701059680002,0.033797216699801194,,,False,{}
A,27,20360528,1000,2.0,psm,2.573712595699648,0.5737125956996478,True,,1000,489,511,489.0,231.0,True,ATT,"x1,x2",False,0.0016630305369550028,0.047015857811563366,0.012269938650306749,,,False,{}
A,27,20360528,1000,2.0,did,1.9284785623489888,-0.07152143765101115,True,,1000,489,511,,,False,ATE/ATT under constant tau,,False,,,,,delta_y ~ treated,False,{}
A,27,20360528,1000,2.0,did_with_covariates,1.9864097734921136,-0.013590226507886438,True,,1000,489,511,,,False,ATE/ATT under constant tau,"x1,x2",False,,,,,delta_y ~ treated + x1 + x2,False,{}
A,27,20360528,1000,2.0,psm_did,2.0338373871142443,0.03383738711424433,True,,1000,489,511,489.0,231.0,True,ATT,"x1,x2",False,0.0016630305369550028,0.047015857811563366,0.012269938650306749,,,False,{}
A,28,20360529,1000,2.0,psm,2.650497161547628,0.6504971615476278,True,,1000,489,511,489.0,245.0,True,ATT,"x1,x2",False,0.0013501574534846177,0.025831641182939902,0.006134969325153374,,,False,{}
A,28,20360529,1000,2.0,did,2.0797752627414248,0.07977526274142477,True,,1000,489,511,,,False,ATE/ATT under constant tau,,False,,,,,delta_y ~ treated,False,{}
A,28,20360529,1000,2.0,did_with_covariates,2.0878252839885008,0.08782528398850076,True,,1000,489,511,,,False,ATE/ATT under constant tau,"x1,x2",False,,,,,delta_y ~ treated + x1 + x2,False,{}
A,28,20360529,1000,2.0,psm_did,2.1239632162882,0.12396321628820006,True,,1000,489,511,489.0,245.0,True,ATT,"x1,x2",False,0.0013501574534846177,0.025831641182939902,0.006134969325153374,,,False,{}
A,29,20360530,1000,2.0,psm,2.499374387077727,0.4993743870777272,True,,1000,509,491,509.0,242.0,True,ATT,"x1,x2",False,0.001640794264275083,0.059987668304748554,0.01768172888015717,,,False,{}
A,29,20360530,1000,2.0,did,1.882714531387746,-0.11728546861225397,True,,1000,509,491,,,False,ATE/ATT under constant tau,,False,,,,,delta_y ~ treated,False,{}
A,29,20360530,1000,2.0,did_with_covariates,1.8862969661216573,-0.11370303387834269,True,,1000,509,491,,,False,ATE/ATT under constant tau,"x1,x2",False,,,,,delta_y ~ treated + x1 + x2,False,{}
A,29,20360530,1000,2.0,psm_did,1.9619534287477567,-0.03804657125224331,True,,1000,509,491,509.0,242.0,True,ATT,"x1,x2",False,0.001640794264275083,0.059987668304748554,0.01768172888015717,,,False,{}
A,30,20360531,1000,2.0,psm,2.420010415406251,0.42001041540625117,True,,1000,497,503,497.0,246.0,True,ATT,"x1,x2",False,0.0012956698597504058,0.054459519657114264,0.014084507042253521,,,False,{}
A,30,20360531,1000,2.0,did,1.8997362425741977,-0.10026375742580229,True,,1000,497,503,,,False,ATE/ATT under constant tau,,False,,,,,delta_y ~ treated,False,{}
A,30,20360531,1000,2.0,did_with_covariates,1.9068956175336962,-0.09310438246630381,True,,1000,497,503,,,False,ATE/ATT under constant tau,"x1,x2",False,,,,,delta_y ~ treated + x1 + x2,False,{}
A,30,20360531,1000,2.0,psm_did,1.9055538530927314,-0.0944461469072686,True,,1000,497,503,497.0,246.0,True,ATT,"x1,x2",False,0.0012956698597504058,0.054459519657114264,0.014084507042253521,,,False,{}
A,31,20360532,1000,2.0,psm,2.435096423031547,0.43509642303154683,True,,1000,510,490,510.0,233.0,True,ATT,"x1,x2",False,0.0024659379258897534,0.07173829643779683,0.0392156862745098,,,False,{}
A,31,20360532,1000,2.0,did,1.8809373063049835,-0.11906269369501654,True,,1000,510,490,,,False,ATE/ATT under constant tau,,False,,,,,delta_y ~ treated,False,{}
A,31,20360532,1000,2.0,did_with_covariates,1.8586173620994821,-0.14138263790051786,True,,1000,510,490,,,False,ATE/ATT under constant tau,"x1,x2",False,,,,,delta_y ~ treated + x1 + x2,False,{}
A,31,20360532,1000,2.0,psm_did,1.8303868861053236,-0.16961311389467637,True,,1000,510,490,510.0,233.0,True,ATT,"x1,x2",False,0.0024659379258897534,0.07173829643779683,0.0392156862745098,,,False,{}
A,32,20360533,1000,2.0,psm,2.3536648009356163,0.35366480093561625,True,,1000,491,509,491.0,244.0,True,ATT,"x1,x2",False,0.0011416619050876168,0.052549567654935014,0.006109979633401222,,,False,{}
A,32,20360533,1000,2.0,did,1.833588212249064,-0.1664117877509359,True,,1000,491,509,,,False,ATE/ATT under constant tau,,False,,,,,delta_y ~ treated,False,{}
A,32,20360533,1000,2.0,did_with_covariates,1.826345728585545,-0.1736542714144551,True,,1000,491,509,,,False,ATE/ATT under constant tau,"x1,x2",False,,,,,delta_y ~ treated + x1 + x2,False,{}
A,32,20360533,1000,2.0,psm_did,1.7362918847904782,-0.26370811520952175,True,,1000,491,509,491.0,244.0,True,ATT,"x1,x2",False,0.0011416619050876168,0.052549567654935014,0.006109979633401222,,,False,{}
A,33,20360534,1000,2.0,psm,2.6391911097332788,0.6391911097332788,True,,1000,510,490,510.0,231.0,True,ATT,"x1,x2",False,0.0018400773821791068,0.029923117338049865,0.00784313725490196,,,False,{}
A,33,20360534,1000,2.0,did,1.9292484327132247,-0.07075156728677534,True,,1000,510,490,,,False,ATE/ATT under constant tau,,False,,,,,delta_y ~ treated,False,{}
A,33,20360534,1000,2.0,did_with_covariates,1.887725966341051,-0.11227403365894895,True,,1000,510,490,,,False,ATE/ATT under constant tau,"x1,x2",False,,,,,delta_y ~ treated + x1 + x2,False,{}
A,33,20360534,1000,2.0,psm_did,1.9221566682481914,-0.07784333175180858,True,,1000,510,490,510.0,231.0,True,ATT,"x1,x2",False,0.0018400773821791068,0.029923117338049865,0.00784313725490196,,,False,{}
A,34,20360535,1000,2.0,psm,2.495531875362498,0.4955318753624982,True,,1000,499,501,499.0,248.0,True,ATT,"x1,x2",False,0.0020604779542404777,0.07308055629732979,0.03006012024048096,,,False,{}
A,34,20360535,1000,2.0,did,2.04361965967401,0.04361965967401016,True,,1000,499,501,,,False,ATE/ATT under constant tau,,False,,,,,delta_y ~ treated,False,{}
A,34,20360535,1000,2.0,did_with_covariates,2.067779779245858,0.06777977924585787,True,,1000,499,501,,,False,ATE/ATT under constant tau,"x1,x2",False,,,,,delta_y ~ treated + x1 + x2,False,{}
A,34,20360535,1000,2.0,psm_did,2.064582280601223,0.06458228060122284,True,,1000,499,501,499.0,248.0,True,ATT,"x1,x2",False,0.0020604779542404777,0.07308055629732979,0.03006012024048096,,,False,{}
